structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
2145,630,Land a hoop on a stick,Successfully land a hoop on a stick in the PoH minigame,Global,Skill,,2,Medium,23.9,CONSTRUCTION 30,30 Construction
2151,631,Throw a Shot Put 12 yards,Throw a Shot Put 12 yards in the Warriors Guild,Asgarnia,Other,Gathering,2,Medium,22.4,ATTACK 99; STRENGTH 99,"99 Attack or  99 Strength or a combined Attack and Strength level of 130. Requires level  73 Strength to put 12 yards, at 100% run energy with 18lb (north range) standing throw, and dusted hands (or  78  if undusted)."
2162,632,Smuggle some Rum,Use the Ring of Charos to smuggle some Karamja rum through customs,Morytania,Other,All,2,Medium,1.4,,"Partial completion of   Garden of Tranquillity, Asgarnia to travel to Port Sarim"
2169,633,Hang a Painting of a Watermill,Hang a Painting of Lumbidge Watermill in your PoH,Asgarnia,Other,,2,Medium,17.1,CONSTRUCTION 44,44 Construction Completion of   Sheep Shearer and   Cook's Assistant
2240,634,Buy a candle in Lumbridge,Buy a candle in Lumbridge,Global,Other,All,2,Medium,76.8,,"1,000 coins"
2276,635,Kill 10 Locusts,Kill 10 Locusts,Kharidian Desert,Combat,All,2,Medium,46.8,,
2279,636,Mine 15 Granite in the Necropolis,Mine 15 Granite in the Necropolis,Kharidian Desert,Skill,,2,Medium,30.4,MINING 45,45 Mining Partial completion of   Beneath Cursed Sands
2289,637,Craft some Pottery In Sophanem,Craft some Pottery In Sophanem,Kharidian Desert,Skill,,2,Medium,26.8,,
2320,638,Kill 30 Bandits,Kill 30 Bandits,Kharidian Desert,Combat,All,2,Medium,73.9,,
2331,639,Mine 25 gold rocks in Tirannwn,Mine 25 gold rocks in Tirannwn,Tirannwn,Skill,,2,Medium,74.1,MINING 40,40 Mining
2334,640,Chop 100 Maples in Tirannwn,Chop 100 Maples in Tirannwn,Tirannwn,Skill,,2,Medium,74.7,WOODCUTTING 45,45 Woodcutting
2339,641,Kill 5 Bunnies,Kill 5 Bunnies,Global,Combat,All,2,Medium,65.3,,
2341,642,Steal a Cow bell in Rellekka,Steal a Cow bell in Rellekka,Fremennik Province,Skill,,2,Medium,72.4,THIEVING 15,15 Thieving
2342,643,Fill up 20 buckets of sand in Rellekka,Fill up 20 buckets of sand in Rellekka,Fremennik Province,Other,All,2,Medium,57.6,,
2343,644,Catch a Sapphire Glacialis,Catch a Sapphire Glacialis,Fremennik Province,Skill,,2,Medium,58.2,HUNTER 25,25 Hunter
2344,645,Worship the Ectofuntus,Worship the Ectofuntus,Morytania,Skill,,2,Medium,64.5,,
2345,646,Smelt a Steel Bar in Port Phasmatys,Smelt a Steel Bar in Port Phasmatys,Morytania,Skill,,2,Medium,69.7,SMITHING 30,30 Smithing
2347,647,Equip a full set of Vyre Noble,Equip a full set of Vyre Noble,Morytania,Other,All,2,Medium,65.1,,Partial completion of   Sins of the Father
2348,648,Chop 100 Blisterwood Logs,Chop 100 Blisterwood Logs,Morytania,Skill,,2,Medium,36.5,WOODCUTTING 62,62 Woodcutting Partial completion of   Sins of the Father
2355,649,Offer an egg to a shrine,Offer an egg to a shrine in the woodcutting guild,Kourend & Kebos,Skill,Support,2,Medium,40.4,WOODCUTTING 60,60 Woodcutting
2356,650,Make 50 Oak Planks in Kourend,Make 50 Oak Planks in Kourend,Kourend & Kebos,Skill,,2,Medium,54.4,MAGIC 86; WOODCUTTING 60,60 Woodcutting to access Woodcutting Guild sawmill OR  86 Magic and Fremennik or Grimoire to cast Plank Make
2357,651,Equip the Cursed Amulet of Magic,Equip the Cursed Amulet of Magic,Kourend & Kebos,Combat,All,2,Medium,36.1,,
2360,652,Kill a King Sand Crab,Kill a King Sand Crab,Kourend & Kebos,Combat,All,2,Medium,68.8,,
2365,653,Kill 5 Sand Crabs,Kill 5 Sand Crabs,Kourend & Kebos,Combat,All,2,Medium,85.2,,
2366,654,Dig 25 Saltpetre,Dig 25 Saltpetre,Kourend & Kebos,Other,All,2,Medium,70,,
2385,655,Chop 25 Juniper Logs,Chop 25 Juniper Logs,Kourend & Kebos,Skill,,2,Medium,67.2,WOODCUTTING 42,42 Woodcutting
2400,656,Create 100 Juniper Charcoal,Create 100 Juniper Charcoal,Kourend & Kebos,Other,All,2,Medium,40.1,WOODCUTTING 42,42 Woodcutting
2408,657,Capture 10 sandworms,Capture 10 sandworms,Kourend & Kebos,Skill,,2,Medium,58.7,HUNTER 15,15 Hunter
2411,658,Complete the Shayzien Basic Agility Course,Complete a lap of the Shayzien Basic Agility Course,Kourend & Kebos,Skill,,2,Medium,78,,
2417,659,Chop 15 Yew Logs in Shayzien,Chop 15 Yew Logs in Shayzien,Kourend & Kebos,Skill,,2,Medium,70.8,WOODCUTTING 60,60 Woodcutting
2419,660,Smith Steel in Kourend Castle,Smith Steel in Kourend Castle,Kourend & Kebos,Skill,,2,Medium,69.1,SMITHING 30,30 Smithing
2429,661,Restore 14 Prayer points in Hosidius,Restore exactly 14 Prayer Points when praying at an Altar in Hosidius,Kourend & Kebos,Skill,,2,Medium,73.1,PRAYER 14,14 Prayer
2455,662,"Kill a Moss, Fire & Hill Giant in Kourend","Kill a Moss, Fire & Hill Giant in Kourend",Kourend & Kebos,Combat,All,2,Medium,72.5,,
2456,663,Talk to the Voice of Yama,Talk to the Voice of Yama,Kourend & Kebos,Other,All,2,Medium,31.7,,
2457,664,Mine 25 Pure Essence,Mine 25 Pure Essence,Misthalin,Skill,,2,Medium,73.6,MINING 30,30 Mining
2458,665,Catch a Grey Chinchompa,Catch a Grey Chinchompa,Global,Skill,,2,Medium,47.6,HUNTER 53,53 Hunter
2463,666,Kill 5 Spinners,Kill 5 Spinners in Pest Control,Asgarnia,Combat,All,2,Medium,68.7,,40 Combat level
2464,667,Equip a piece of Beekeeper's Outfit,Equip a piece of Beekeeper's Outfit,Global,Other,All,2,Medium,53.2,,
2483,668,Equip a piece of Camouflage outfit,Equip a piece of Camouflage outfit,Global,Other,All,2,Medium,52.5,,
2484,669,Complete the Evil Bob random event,Complete the Evil Bob random event,Global,Other,All,2,Medium,44.7,,
2486,670,Complete the Postie Pete random event,Complete the Postie Pete random event,Global,Other,All,2,Medium,50.8,,
2494,671,Equip a piece of Zombie Outfit,Equip a piece of Zombie Outfit,Global,Other,All,2,Medium,39.5,,
2506,672,Trade a herb with Jekyll,Trade a herb with Jekyll for a potion,Global,Other,All,2,Medium,24,,
2517,673,Complete the Maze random event,Complete the Maze random event,Global,Other,All,2,Medium,52.4,,
2519,674,Equip a piece of Mime Outfit,Equip a piece of Mime Outfit,Global,Other,All,2,Medium,29.4,,
2521,675,Complete the Pinball random event,Complete the Pinball random event,Global,Other,All,2,Medium,53.8,,
2532,676,Complete the Pillory random event,Complete the Pillory random event,Global,Other,All,2,Medium,50.2,,
2533,677,Complete the Prison Pete random event,Complete the Prison Pete random event,Global,Other,All,2,Medium,40.2,,
2559,678,Open the Mystery Box,"A boat is a boat, but the mystery box could be anything, even a boat!",Global,Other,All,2,Medium,55.1,,
2561,679,Complete the Surprise Exam random event,Complete the Surprise Exam random event,Global,Other,All,2,Medium,58.8,,
2629,680,Complete the Garden of Death,Complete the Garden of Death,Kourend & Kebos,Quest,All,2,Medium,100,FARMING 20,20 Farming
2773,681,Mine 50 Volcanic Sulphur,Mine 50 Volcanic Sulphur,Kourend & Kebos,Skill,,2,Medium,36,MINING 42,42 Mining
3785,682,Smith Shayzien (1),Smith any piece of Shayzien (1),Kourend & Kebos,Skill,,2,Medium,24.2,MINING 65; SMITHING 45,"45 Smithing,  65 Mining"
3802,683,Open 1 Zombie Pirate Locker,Open 1 Zombie Pirate Locker,Wilderness,Combat,All,2,Medium,43.2,,
3806,684,Defeat Scurrius,Defeat Scurrius,Misthalin,Combat,All,2,Medium,76.5,,
3807,685,Defeat Scurrius 10 times,Defeat Scurrius 10 times,Misthalin,Combat,All,2,Medium,66.6,,
3808,686,Defeat Scurrius 25 times,Defeat Scurrius 25 times,Misthalin,Combat,All,2,Medium,60.4,,
3810,687,Build a Quetzal Landing Site,Build a Quetzal Landing Site,Varlamore,Skill,,2,Medium,19.4,HUNTER 46,46 Hunter
3817,688,Teleport to Civitas illa Fortis,Teleport to Civitas illa Fortis using the standard spellbook,Varlamore,Skill,Support,2,Medium,83.4,MAGIC 54,54 Magic
3818,689,Teleport to the Fortis Colosseum,Teleport to the Fortis Colosseum via the Ring of Dueling,Varlamore,Achievement,All,2,Medium,28.4,MAGIC 27,"27 Magic to create, Desert or Morytania to get as a drop 12,000 Glory"
3819,690,Create a Quetzal Whistle,Create a Quetzal Whistle,Varlamore,Skill,,2,Medium,32.8,HUNTER 46,46 Hunter
3820,691,Complete a Hunter Rumour,Complete a Hunter Rumour,Varlamore,Skill,,2,Medium,65.1,HUNTER 46,46 Hunter
3821,692,Complete 10 Hunter Rumours,Complete 10 Hunter Rumours,Varlamore,Skill,,2,Medium,38.3,HUNTER 46,46 Hunter
3822,693,Complete 25 Hunter Rumours,Complete 25 Hunter Rumours,Varlamore,Skill,,2,Medium,19.6,HUNTER 46,46 Hunter
3827,694,Complete Wave 1 of Fortis Colosseum,Complete Wave 1 of Fortis Colosseum,Varlamore,Combat,All,2,Medium,63.6,,
3840,695,Equip a piece of Blood Moon armour,Equip a piece of Blood Moon armour,Varlamore,Combat,All,2,Medium,50.9,DEFENCE 50; STRENGTH 75,"75 Strength,  50 Defence Completion of   Perilous Moons"
3842,696,Equip a piece of Eclipse Moon armour,Equip a piece of Eclipse Moon armour,Varlamore,Combat,All,2,Medium,43.1,DEFENCE 50; RANGED 75,"75 Ranged,  50 Defence Completion of   Perilous Moons"
3844,697,Equip a piece of Blue Moon armour,Equip a piece of Blue Moon armour,Varlamore,Combat,All,2,Medium,45.4,DEFENCE 50; MAGIC 75,"75 Magic,  50 Defence Completion of   Perilous Moons"
3848,698,Subdue the Moons of Peril,Subdue the Moons of Peril,Varlamore,Combat,All,2,Medium,75.7,,Completion of   Perilous Moons
3849,699,Subdue the Moons of Peril 10 times,Subdue the Moons of Peril 10 times,Varlamore,Combat,All,2,Medium,56,,Completion of   Perilous Moons
3850,700,Subdue the Moons of Peril 25 times,Subdue the Moons of Peril 25 times,Varlamore,Combat,All,2,Medium,42.8,,Completion of   Perilous Moons
3853,701,Mine a Calcified Deposit,Mine a Calcified Deposit,Varlamore,Skill,,2,Medium,54.6,MINING 41,41 Mining
3854,702,Mine 250 Blessed Bone Shards,Mine 250 Blessed Bone Shards,Varlamore,Skill,,2,Medium,52.8,MINING 41,41 Mining
3855,703,Teleport to Cam Torum using a Calcified Moth,Teleport to Cam Torum using a Calcified Moth,Varlamore,Skill,All,2,Medium,29.6,MINING 41,41 Mining Partial completion of   Perilous Moons
3857,704,Mine 20 Mithril Ore in the Stonecutter Outpost,Mine 20 Mithril Ore in the Stonecutter Outpost,Varlamore,Skill,,2,Medium,50.8,MINING 55,55 Mining
3861,705,Steal from the Fortis Spice Stall,Steal from the Fortis Spice Stall,Varlamore,Skill,,2,Medium,80.1,THIEVING 65,65 Thieving
3862,706,Steal a House Key,Steal a House Key,Varlamore,Skill,,2,Medium,89.7,THIEVING 50,50 Thieving
3863,707,Steal 15 House Keys,Steal 15 House Keys,Varlamore,Skill,,2,Medium,84.3,THIEVING 50,50 Thieving
3875,708,Fish a House Key,Fish a House Key,Varlamore,Skill,,2,Medium,65.3,,
3877,709,Pay an Urchin for Information,Pay an Urchin for Information in the Stealing Valuables minigame,Varlamore,Skill,,2,Medium,63.7,THIEVING 50,50 Thieving
3885,710,Steal 25 Valuables,Steal 25 Valuables,Varlamore,Skill,,2,Medium,83.6,THIEVING 50,50 Thieving
3886,711,Steal 100 Valuables,Steal 100 Valuables,Varlamore,Skill,,2,Medium,81.4,THIEVING 50,50 Thieving
3894,712,Open an Adept Hunter's Loot Sack,Open an Adept Hunter's Loot Sack,Varlamore,Skill,,2,Medium,53.9,HUNTER 57,57 Hunter
5910,713,Complete Meat and Greet,Complete Meat and Greet,Varlamore,Quest,All,2,Medium,20.9,,
5919,714,1 Hueycoatl Kill,Kill the Hueycoatl in Varlamore,Varlamore,Combat,All,2,Medium,44.7,,
5922,715,Equip a piece of Hueycoatl armour,Equip a piece of Hueycoatl armour,Varlamore,Combat,All,2,Medium,17.4,CRAFTING 86; DEFENCE 40; RANGED 70,"86 Crafting,  70 Ranged,  40 Defence"
5929,716,Equip a piece of Alchemists outfit,Equip a piece of Alchemists outfit from the Mixology shop,Varlamore,Skill,,2,Medium,15.8,HERBLORE 60,60 Herblore
5930,717,Equip Pendant of Ates,Equip the Pendant of Ates,Varlamore,Combat,All,2,Medium,58,SLAYER 48,48 Slayer
5932,718,1 Amoxliatl Kill,Kill the Amoxliatl in Varlamore,Varlamore,Combat,All,2,Medium,62.9,SLAYER 48,48 Slayer
5935,719,Complete 10 laps of the Varlamore Agility Course,Complete 10 laps of the Colossal Wyrm Agility Course,Varlamore,Skill,,2,Medium,54.6,AGILITY 50,50 Agility
1187,720,Kill a Dire Wolf,Kill a Dire Wolf in Varlamore,Varlamore,Combat,All,2,Medium,68.7,,
1188,721,Give a Dwarf Redberry Antelope,Give a Dwarf Redberry Antelope,Varlamore,Skill,,2,Medium,13.2,HUNTER 72,72 Hunter
1189,722,Kill 10 Frost Crabs,Kill 10 Frost Crabs,Varlamore,Combat,All,2,Medium,55.6,,
1190,723,Activate the Statue of Ates,Activate the Statue of Ates in Aldarin,Varlamore,Other,All,2,Medium,29.2,,Completion of   Death on the Isle
1193,724,Defeat a Tormented Demon,Defeat a Tormented Demon,Misthalin,Combat,All,2,Medium,28,,
1194,725,Defeat 50 Tormented Demons,Defeat 50 Tormented Demons,Misthalin,Combat,All,2,Medium,18.2,,
1203,726,Pick up 10 Whiteberries in Tirannwn,Pick up 10 Whiteberries in Tirannwn,Tirannwn,Other,All,2,Medium,54.9,,
1204,727,Successfully hop over the Tripwire in Tirannwn,Successfully hop over the Tripwire in Tirannwn,Tirannwn,Skill,,2,Medium,68.9,,
1205,728,Thieve a Diamond from a Gem Stall in Tirannwn,Thieve a Diamond from a Gem Stall in Tirannwn,Tirannwn,Skill,,2,Medium,78.1,THIEVING 75,75 Thieving
1206,729,Thieve a tiara from a Silver Stall in Tirannwn,Thieve a tiara from a Silver Stall in Tirannwn,Tirannwn,Skill,,2,Medium,84.1,THIEVING 50,50 Thieving
1215,730,Investigate Meztlan,Investigate Meztlan and find out why he was banished from the lab,Varlamore,Other,All,2,Medium,25.5,,
1216,731,Fill a Grape Barrel for the Foreman,Fill a Grape Barrel for the Foreman in Aldarin,Varlamore,Other,All,2,Medium,31.7,,
1219,732,Obtain a Cake from a Nest,Obtain a Cake from a Nest,Varlamore,Other,All,2,Medium,22,,Adamant scimitar
1223,733,Clean 50 Grimy Ranarr Weed,Clean 50 Grimy Ranarr Weed,Global,Skill,,2,Medium,64.4,HERBLORE 25,25 Herblore
1225,734,Clean 50 Grimy Cadantine,Clean 50 Grimy Cadantine,Global,Skill,,2,Medium,41,HERBLORE 65,65 Herblore
1784,735,Open a Frozen Cache,Open a Frozen Cache,Fremennik Province,Combat,All,2,Medium,41.9,,
1932,736,Kill a Brine Rat,Kill a Brine Rat,Fremennik Province,Combat,All,2,Medium,64.2,SLAYER 47,47 Slayer
1937,737,Equip a Defender,Equip a Defender,Asgarnia,Combat,Combat,2,Medium,78.8,,Access to the   Warriors' Guild
1939,738,Consume a Saradomin's Light,Consume a Saradomin's Light,Asgarnia,Combat,All,2,Medium,44.5,AGILITY 70,70 Agility
1947,739,Light a Pyre Ship,Light a Barbarian Pyre Ship,Kandarin,Skill,,2,Medium,17.6,CRAFTING 11; FIREMAKING 11,"11 Firemaking,  11 Crafting Partial completion of   Barbarian Training"
1953,740,Steal from a Fur Stall,Steal from a Fur Stall in Kandarin,Kandarin,Skill,,2,Medium,81,THIEVING 35,35 Thieving
1954,741,Steal from a Silver Stall,Steal from a Silver Stall in Kandarin,Kandarin,Skill,,2,Medium,79.2,THIEVING 50,50 Thieving
1955,742,Steal from a Spice Stall,Steal from a Spice Stall in Kandarin,Kandarin,Skill,,2,Medium,72.1,THIEVING 65,65 Thieving
1959,743,Cut 50 Maple Logs,Cut 50 Maple Logs,Global,Skill,,2,Medium,66.3,WOODCUTTING 45,45 Woodcutting
1973,744,Burn 25 Maple Logs,Burn 25 Maple Logs,Global,Skill,,2,Medium,62.9,FIREMAKING 45,45 Firemaking
1980,745,Mine 50 Mithril Ore,Mine 50 Mithril Ore,Global,Skill,,2,Medium,42.1,MINING 55,55 Mining
1981,746,Smith 250 Mithril bolts (unf),Use an Anvil to smith 250 Mithril bolts (unf),Global,Skill,,2,Medium,54.9,SMITHING 53,53 Smithing
2004,747,Catch 25 Sardines,Catch 25 Sardines,Global,Skill,,2,Medium,75.2,FISHING 5,5 Fishing
2011,748,Cook 10 Sardines,Cook 10 Raw Sardines,Global,Skill,,2,Medium,76.4,,
2012,749,Catch 10 Pike,Catch 10 Pike,Global,Skill,,2,Medium,78.5,FISHING 25,25 Fishing
2017,750,Cook 20 Pike,Cook 20 Raw Pike,Global,Skill,,2,Medium,73.8,COOKING 20,20 Cooking
2038,751,Equip a Rat Bone Weapon,Obtain and equip any Rat Bone weaponry,Misthalin,Combat,All,2,Medium,65.3,ATTACK 50; MAGIC 50; RANGED 50,50 Attack OR  50 Ranged OR  50 Magic
2042,752,Catch a Sabre-toothed Kebbit,Catch a Sabre-toothed Kebbit,Fremennik Province,Skill,,2,Medium,41.6,HUNTER 51,51 Hunter
2043,753,Steal a Fish,Steal some fish from a Fish stall,Fremennik Province,Skill,,2,Medium,86.4,THIEVING 42,42 Thieving
2044,754,Steal a Wooden Stock,Steal a Wooden Stock from a Crossbow Stall,Fremennik Province,Skill,,2,Medium,72.2,THIEVING 49,49 Thieving
2045,755,Equip a Damaged God book,Equip a Damaged God book,Fremennik Province,Other,All,2,Medium,76,,
2047,756,Loot a Lyre,Kill someone and obtain their Lyre,Fremennik Province,Combat,All,2,Medium,57.1,,
2052,757,Kill a Wallasalki,Kill a Wallasalki,Fremennik Province,Combat,All,2,Medium,38.2,,Has to be one on the Sub-level 1
2055,758,Kill a Suqah,Kill a Suqah,Fremennik Province,Combat,All,2,Medium,80.7,,
2056,759,Steal a Chisel,Steal a Chisel from a crafting stall in Keldagrim,Fremennik Province,Skill,,2,Medium,77.8,THIEVING 5,5 Thieving
2573,760,Fill 25 Elite Clue Collection Log Slots,Fill 25 slots in the Elite Clue section of the Collection Log,Global,Minigame,All,3,Hard,10.1,,
2574,761,Fill 5 Master Clue Collection Log Slots,Fill 5 slots in the Master Clue section of the Collection Log,Global,Minigame,All,3,Hard,24.4,,
5954,762,Equip a Gilded or Trimmed Wizard Item,Equip either a Gilded armour item or trimmed wizard item,Global,Minigame,All,3,Hard,69.4,,
2578,763,Equip a Full Vestment Set,Equip a full set of Vestment robes with all pieces aligned to the same god,Global,Minigame,All,3,Hard,10,MAGIC 40; PRAYER 60,"60 Prayer,  40 Magic"
2582,764,Equip a Full God Rune Set,Equip a full set of God Rune Armour with all pieces aligned to the same god,Global,Minigame,Unlocked,3,Hard,21.8,DEFENCE 40,40 Defence
2585,765,Equip a Full God Dragonhide Set,"Equip a Blessed Coif, Body, Chaps and Vambraces with all pieces aligned to the same god",Global,Minigame,Unlocked,3,Hard,16.5,DEFENCE 40; RANGED 70,"70 Ranged,  40 Defence"
2587,766,Equip an Ornament Kit Item,Equip any item that has an Ornament Kit attached to it,Global,Minigame,All,3,Hard,46.2,,
2589,767,Equip Some Ranger Boots,Equip a pair of Ranger Boots,Global,Minigame,Artisan,3,Hard,27.8,RANGED 40,40 Ranged
2592,768,Fill 10 Elite Clue Collection Log Slots,Fill 10 slots in the Elite Clue section of the Collection Log,Global,Minigame,All,3,Hard,26.8,,
2594,769,Fill 30 Hard Clue Collection Log Slots,Fill 30 slots in the Hard Clue section of the Collection Log,Global,Minigame,All,3,Hard,44.1,,
2595,770,Fill 40 Medium Clue Collection Log Slots,Fill 40 slots in the Medium Clue section of the Collection Log,Global,Minigame,All,3,Hard,30.3,,
2600,771,Fill 50 Easy Clue Collection Log Slots,Fill 50 slots in the Easy Clue section of the Collection Log,Global,Minigame,All,3,Hard,43.7,,
2604,772,Fill 10 Beginner Clue Collection Log Slots,Fill 10 slots in the Beginner Clue section of the Collection Log,Global,Minigame,All,3,Hard,48,,
2605,773,Gain 10 Unique Items From Master Clues,Gain 10 unique items from Master Clue Scroll Reward Caskets,Global,Minigame,All,3,Hard,22.3,,
2607,774,Gain 10 Unique Items From Elite Clues,Gain 10 unique items from Elite Clue Scroll Reward Caskets,Global,Minigame,All,3,Hard,37.6,,
2610,775,Gain 50 Unique Items From Hard Clues,Gain 50 unique items from Hard Clue Scroll Reward Caskets,Global,Minigame,All,3,Hard,39.2,,
2611,776,Gain 25 Unique Items From Medium Clues,Gain 25 unique items from Medium Clue Scroll Reward Caskets,Global,Minigame,All,3,Hard,47,,
